Date/Time,Electricity:Facility,Fans:Electricity,Cooling:Electricity,Heating:Electricity,InteriorLights:Electricity,InteriorEquipment:Electricity,Gas:Facility,Heating:Gas,InteriorEquipment:Gas,Water Heater:WaterSystems:Gas
 01/02  20:00:00,1090.78431739,96.2167197752,407.609195301,0.0,166.938926447,191.61365848,535.782765188,456.864757096,56.6466996096,22.2713084827
 01/02  21:00:00,933.094212121,96.2167197752,374.599855576,0.0,100.150657288,124.558693486,580.914502291,502.872141165,56.6466996096,21.395661516
 01/02  22:00:00,860.175700635,96.2167197752,342.486646289,0.0,100.150657288,124.558693486,561.47065954,510.261550913,42.4850247072,8.72408391979
 01/02  23:00:00,773.599531585,96.2167197752,317.03721339,0.0,46.0930336215,124.558693486,583.089369367,537.346730505,28.3233498048,17.4192890564
 01/02  24:00:00,766.520680286,96.2167197752,304.419407533,0.0,46.0930336215,124.558693486,579.759736299,548.176918014,14.1616749024,17.4211433832
 01/03  01:00:00,745.215441915,96.2167197752,293.796895294,0.0,46.0930336215,113.312780494,577.81286828,563.429049933,5.66466996096,8.71914838585
 01/03  02:00:00,731.044874503,96.2167197752,277.990543978,0.0,46.0930336215,113.312780494,604.379226264,581.293308493,5.66466996096,17.4212478104
 01/03  03:00:00,724.503209443,96.2167197752,268.874070758,0.0,46.0930336215,113.312780494,615.079199838,591.994332098,5.66466996096,17.4201977792
 01/03  04:00:00,712.70467893,96.2167197752,259.141194891,0.0,46.0930336215,113.312780494,633.115229953,610.031482526,5.66466996096,17.4190774655
 01/03  05:00:00,798.401861508,96.2167197752,251.881117014,0.0,100.150657288,148.969399434,606.991704456,592.606046682,5.66466996096,8.72098781256
 01/03  06:00:00,821.903264567,96.2167197752,270.480978007,0.0,100.150657288,149.894399434,993.281169982,961.698589989,14.1616749024,17.4209050908
 01/03  07:00:00,1034.16178606,96.3869379703,257.639988079,0.0,176.471037341,302.612436532,708.313654638,662.569553464,28.3233498048,17.4207513695
 01/03  08:00:00,1143.34901796,96.679065715,258.472728204,0.0,243.2593065,310.10971186,681.265479263,612.402012129,42.4850247072,26.3784424261
 01/03  09:00:00,1188.3224577,96.8047156686,261.487442062,0.0,243.2593065,310.10971186,675.424365355,592.253589134,56.6466996096,26.5240766114
 01/03  10:00:00,1213.64708302,96.9009758869,255.956668825,0.0,243.2593065,302.612436532,668.517194864,590.535863584,42.4850247072,35.4963065719
 01/03  11:00:00,1215.4277734,96.9844054245,255.65048899,0.0,243.2593065,310.10971186,685.963954994,570.503778433,70.808374512,44.6518020495
 01/03  12:00:00,1223.1121659,97.081869949,263.892912641,0.0,243.2593065,310.10971186,660.988330049,554.392288391,70.808374512,35.7876671458
 01/03  13:00:00,1196.00607211,97.2942080214,273.575245361,0.0,243.2593065,310.10971186,653.371968613,538.078592087,70.808374512,44.485002014
 01/03  14:00:00,1228.58717643,97.5138934167,276.305726744,0.0,243.2593065,302.612436532,629.43420164,533.640979333,56.6466996096,39.1465226974
 01/03  15:00:00,1224.42453406,97.7710167651,271.808031049,0.0,243.2593065,302.612436532,615.319749447,531.54519963,42.4850247072,41.2895251101
 01/03  16:00:00,1232.82327487,98.0900635034,273.440225727,0.0,243.2593065,302.612436532,624.976723794,525.582924056,56.6466996096,42.7471001277
 01/03  17:00:00,1247.14100997,98.3915284803,276.1240067,0.0,243.2593065,310.10971186,630.446943185,517.078644565,84.9700494144,28.3982492063
 01/03  18:00:00,1264.79227901,98.679895663,278.854830041,0.0,243.2593065,310.10971186,623.30453026,512.042636873,84.9700494144,26.2918439719
 01/03  19:00:00,979.559115917,96.2167197752,260.37962647,0.0,166.938926447,199.110933808,594.121796919,491.678858643,84.9700494144,17.4728888613
 01/03  20:00:00,968.719109796,96.2167197752,258.04726613,0.0,166.938926447,191.61365848,570.445755919,496.325525633,56.6466996096,17.4735306771
 01/03  21:00:00,839.957865022,96.2167197752,264.000858615,0.0,100.150657288,124.558693486,609.621247245,535.500114859,56.6466996096,17.4744327768
 01/03  22:00:00,797.483542862,96.2167197752,263.861210148,0.0,100.150657288,124.558693486,608.620783115,548.708816807,42.4850247072,17.4269416006
 01/03  23:00:00,720.365371572,96.2167197752,255.813844153,0.0,46.0930336215,124.558693486,613.23173546,576.189303141,28.3233498048,8.71908251424
 01/03  24:00:00,717.011050565,96.2167197752,253.002291264,0.0,46.0930336215,124.558693486,616.419900144,584.837238142,14.1616749024,17.4209871004
 01/04  01:00:00,701.177556961,96.2167197752,251.746266543,0.0,46.0930336215,113.312780494,616.014760809,592.928335718,5.66466996096,17.4217551299
 01/04  02:00:00,707.749456491,96.2167197752,258.583675016,0.0,46.0930336215,113.312780494,614.652078611,591.568259831,5.66466996096,17.4191488193
 01/04  03:00:00,711.877264133,96.2167197752,266.630187223,0.0,46.0930336215,113.312780494,609.776806068,595.391108153,5.66466996096,8.72102795364
 01/04  04:00:00,710.280999156,96.2167197752,267.666574824,0.0,46.0930336215,113.312780494,626.272548672,603.188817133,5.66466996096,17.4190615786
 01/04  05:00:00,799.323401776,96.2167197752,268.51005854,0.0,100.150657288,148.969399434,606.366839766,583.281245283,5.66466996096,17.4209245219
 01/04  06:00:00,825.607646586,96.3489878924,293.817815043,0.0,100.150657288,149.894399434,931.61914877,908.739027475,14.1616749024,8.71844639235
 01/04  07:00:00,1060.91726868,97.027510637,302.370712104,0.0,176.471037341,302.612436532,680.375143485,634.630850777,28.3233498048,17.4209429029
 01/04  08:00:00,1212.48411709,97.410626279,344.149359921,0.0,243.2593065,310.10971186,651.920439664,583.057706496,42.4850247072,26.3777084608
 01/04  09:00:00,1311.544519,97.888640957,397.732591803,0.0,243.2593065,310.10971186,637.270861967,554.10840752,56.6466996096,26.5157548373
 01/04  10:00:00,1423.7128421,98.3496276333,468.133394381,0.0,243.2593065,302.612436532,603.154910214,525.159209067,42.4850247072,35.5106764395
 01/04  11:00:00,1467.26798158,98.6843464155,503.492612568,0.0,243.2593065,310.10971186,620.039447424,504.589222051,70.808374512,44.6418508609
 01/04  12:00:00,1477.15738465,99.0026798268,515.986500528,0.0,243.2593065,310.10971186,599.742103049,484.191118085,70.808374512,44.742610452
 01/04  13:00:00,1449.75065253,99.4013082081,527.712738652,0.0,243.2593065,310.10971186,568.741820417,462.345900647,70.808374512,35.5875452582
 01/04  14:00:00,1497.89953296,99.8825963049,536.638995592,0.0,243.2593065,302.612436532,545.842339539,444.456155188,56.6466996096,44.7394847418
 01/04  15:00:00,1501.76861988,100.258948014,544.922847261,0.0,243.2593065,302.612436532,510.926973424,423.788929366,42.4850247072,44.6530193515
 01/04  16:00:00,1498.23534805,100.522600631,551.47313416,0.0,243.2593065,302.612436532,506.488099162,414.205748548,56.6466996096,35.6356510041
